交易ID,E_gen (kWh),E_cons (kWh),时间戳偏移(s),有效性
2550,496.7,447.4,-1.4,有效
2551,512.9,479.6,-0.7,有效
2552,892.8,889.3,-6.8,有效
2553,722.7,722.7,-1.2,有效
2554,663.0,675.6,4.6,有效
2555,709.2,691.7,3.0,有效
2556,316.5,281.4,3.7,有效
2557,539.0,551.2,9.7,有效
2558,707.7,688.4,3.5,有效
2559,807.8,804.6,-6.4,有效
2560,791.3,814.2,-7.0,有效
2561,650.2,614.1,-5.5,有效
2562,425.2,432.6,5.8,有效
2563,694.0,678.7,-6.0,有效
2564,465.0,504.1,-2.0,有效
2565,578.2,607.7,5.4,有效
2566,316.5,282.5,5.8,有效
2567,550.4,526.4,-1.2,有效
2568,448.5,423.4,-6.7,有效
2569,679.4,652.6,0.0,有效
2570,585.8,591.4,4.5,有效
2571,336.0,370.9,7.7,有效
2572,571.0,585.4,-0.1,有效
2573,539.2,509.7,-3.7,有效
2574,540.5,518.0,1.1,有效
2575,522.6,489.3,1.2,有效
2576,671.7,701.5,7.6,有效
2577,640.3,627.5,-6.8,有效
2578,453.1,444.5,-5.2,有效
2579,369.7,398.7,-5.9,有效
2580,690.1,739.5,-1.8,有效
2581,597.9,612.3,5.6,有效
2582,334.2,325.6,-5.0,有效
2583,572.0,550.8,6.0,有效
2584,377.9,420.3,-6.9,有效
2585,159.4,121.3,-6.1,有效
2586,437.8,419.8,-9.8,有效
2587,785.9,820.5,-8.0,有效
2588,354.1,398.6,-1.3,有效
2589,239.8,267.1,1.6,有效
2590,225.3,223.3,7.5,有效
2591,525.8,491.7,3.7,有效
2592,300.3,287.7,-8.8,有效
2593,755.1,707.9,-9.0,有效
2594,269.3,308.9,-2.0,有效
2595,670.4,630.0,-5.1,有效
2596,551.0,561.3,-6.3,有效
2597,529.0,567.1,-8.8,有效
2598,448.3,410.3,-7.6,有效
2599,813.9,770.1,6.0,有效
2600,200.9,211.4,-7.3,有效
2601,674.9,682.2,-5.3,有效
2602,418.5,454.1,-6.0,有效
2603,383.1,390.2,7.9,有效
2604,266.3,278.0,-5.5,有效
2605,447.4,467.0,-8.9,有效
2606,339.6,347.2,-3.1,有效
2607,497.8,518.1,8.6,有效
2608,609.4,628.3,-3.9,有效
2609,187.4,186.6,-4.1,有效
2610,738.3,732.6,-3.2,有效
2611,692.9,712.1,8.6,有效
2612,594.2,599.3,-4.1,有效
2613,947.7,980.6,1.7,有效
2614,645.0,597.9,8.3,有效
2615,497.1,476.5,9.1,有效
2616,430.5,389.9,-5.9,有效
2617,662.6,632.6,0.2,有效
2618,375.3,328.9,-7.8,有效
2619,860.0,847.4,0.6,有效
2620,466.8,468.3,-9.4,有效
2621,580.2,589.5,9.8,有效
2622,213.4,190.9,-9.8,有效
2623,691.1,729.3,-7.8,有效
2624,284.5,278.1,-3.3,有效
2625,236.7,257.4,3.3,有效
2626,613.4,643.4,3.4,有效
2627,578.7,574.7,-1.3,有效
2628,208.0,231.3,-5.7,有效
2629,453.9,489.2,-8.1,有效
2630,339.8,375.9,-2.1,有效
2631,667.3,688.3,2.2,有效
2632,586.7,550.5,-4.3,有效
2633,811.0,858.3,-8.0,有效
2634,149.4,140.6,-7.4,有效
2635,365.3,361.5,-9.9,有效
2636,451.8,448.9,-5.0,有效
2637,213.2,170.3,-3.0,有效
2638,737.2,710.6,-4.0,有效
2639,415.6,463.7,-0.4,有效
2640,613.5,588.1,-9.3,有效
2641,449.4,471.1,-7.8,有效
2642,230.3,269.9,3.4,有效
2643,674.0,634.6,9.8,有效
2644,530.7,509.3,6.7,有效
2645,110.2,64.4,-8.9,有效
2646,350.6,307.7,-0.8,有效
2647,687.4,658.4,-8.6,有效
2648,425.8,451.9,-8.6,有效
2649,453.3,448.2,-9.6,有效
2650,534.3,525.8,-5.8,有效
2651,912.3,913.2,2.3,有效
2652,789.6,798.4,-7.9,有效
2653,674.8,698.2,9.1,有效
2654,665.8,710.5,6.2,有效
2655,513.0,542.9,-3.6,有效
2656,881.9,840.9,-5.4,有效
2657,409.7,429.1,4.8,有效
2658,328.8,283.8,6.0,有效
2659,474.1,426.0,6.8,有效
2660,442.1,429.6,3.3,有效
2661,750.0,701.8,4.0,有效
2662,800.3,796.1,-0.6,有效
2663,189.3,174.4,-2.3,有效
2664,478.1,443.0,-0.9,有效
2665,284.5,328.7,-1.8,有效
2666,576.2,577.9,-7.3,有效
2667,510.5,535.1,-1.5,有效
2668,431.7,448.4,1.7,有效
2669,466.6,492.3,4.3,有效
2670,542.4,574.5,-2.4,有效
2671,326.9,363.5,5.7,有效
2672,623.1,647.0,-6.0,有效
2673,314.0,298.7,-7.7,有效
2674,325.7,337.3,-2.6,有效
2675,520.4,563.8,-6.1,有效
2676,541.9,591.5,6.5,有效
2677,47.5,87.9,-1.0,有效
2678,696.8,658.4,0.7,有效
2679,411.8,409.9,-7.9,有效
2680,534.8,505.3,-2.0,有效
2681,197.2,220.3,5.4,有效
2682,372.0,404.4,-6.8,有效
2683,830.0,806.6,-8.3,有效
2684,860.1,857.7,3.8,有效
2685,297.8,337.4,-5.0,有效
2686,911.2,862.1,10.0,有效
2687,602.2,558.9,-3.1,有效
2688,573.9,583.4,4.5,有效
2689,534.7,541.8,4.3,有效
2690,797.9,798.0,9.9,有效
2691,420.3,375.2,-1.4,有效
2692,596.7,646.5,7.9,有效
2693,677.4,634.7,-7.6,有效
2694,660.2,638.3,6.1,有效
2695,428.3,417.2,7.0,有效
2696,471.0,501.4,-3.7,有效
2697,684.3,678.1,6.3,有效
2698,513.4,546.3,0.9,有效
2699,397.7,445.5,4.8,有效
2700,796.5,807.5,-3.6,有效
2701,282.3,300.7,9.8,有效
2702,205.7,249.5,4.5,有效
2703,717.9,685.9,3.6,有效
2704,208.1,207.5,5.8,有效
2705,597.8,635.8,-1.2,有效
2706,832.5,807.8,-1.4,有效
2707,617.7,654.3,-5.2,有效
2708,469.3,446.3,8.3,有效
2709,765.3,746.2,2.7,有效
2710,538.8,506.6,-0.2,有效
2711,463.1,451.5,-4.7,有效
2712,546.8,542.1,4.4,有效
2713,479.9,438.9,-5.6,有效
2714,548.7,510.9,-0.6,有效
2715,299.3,331.0,7.8,有效
2716,507.6,549.0,1.9,有效
2717,311.3,359.8,7.8,有效
2718,270.0,311.0,9.2,有效
2719,151.8,132.3,-8.6,有效
2720,839.9,824.8,-8.9,有效
2721,396.8,428.2,9.5,有效
2722,311.0,267.3,4.0,有效
2723,304.3,297.1,-4.9,有效
2724,624.9,583.0,4.4,有效
2725,776.0,739.2,-5.0,有效
2726,549.8,535.6,4.7,有效
2727,428.1,422.5,1.1,有效
2728,428.8,438.7,-0.6,有效
2729,754.3,785.3,-3.8,有效
2730,525.7,510.3,1.7,有效
2731,627.3,586.1,-1.0,有效
2732,344.5,321.1,9.4,有效
2733,413.1,375.4,5.1,有效
2734,357.7,384.7,-6.8,有效
2735,468.7,426.3,-6.9,有效
2736,578.7,539.7,3.1,有效
2737,632.5,661.0,-6.2,有效
2738,623.6,625.4,9.9,有效
2739,369.1,331.8,-9.2,有效
2740,628.3,584.9,4.7,有效
2741,551.1,544.9,3.7,有效
2742,505.3,535.2,-9.3,有效
2743,392.4,349.3,1.8,有效
2744,562.3,547.3,1.7,有效
2745,328.0,374.0,4.7,有效
2746,574.8,573.5,-4.6,有效
2747,318.6,329.3,-6.0,有效
2748,355.0,314.1,8.7,有效
2749,431.6,463.4,-1.1,有效
2750,357.0,384.1,-9.5,有效
2751,139.3,90.8,-6.3,有效
2752,316.7,323.5,2.2,有效
2753,274.2,233.0,-5.1,有效
2754,810.1,843.6,8.3,有效
2755,302.0,283.8,1.8,有效
2756,324.3,373.7,-1.7,有效
2757,529.0,518.1,6.2,有效
2758,713.9,684.0,-7.4,有效
2759,165.0,128.9,7.7,有效
2760,304.1,319.6,9.1,有效
2761,500.7,495.8,8.8,有效
2762,419.9,464.1,-3.4,有效
2763,310.0,296.7,2.0,有效
2764,568.7,613.9,7.1,有效
2765,336.6,323.1,3.7,有效
2766,368.1,378.0,6.0,有效
2767,657.4,666.9,-9.0,有效
2768,438.8,407.4,8.3,有效
2769,563.2,595.2,1.9,有效
2770,570.5,609.3,-7.7,有效
2771,312.7,305.3,-6.5,有效
2772,607.1,575.1,5.0,有效
2773,230.5,202.9,8.3,有效
2774,865.6,886.5,-8.5,有效
2775,402.3,411.8,9.9,有效
2776,347.7,300.1,-2.6,有效
2777,529.1,574.0,-9.2,有效
2778,692.2,741.3,-3.6,有效
2779,80.4,75.5,-9.2,有效
2780,638.8,607.9,-1.9,有效
2781,955.5,943.3,-5.9,有效
2782,505.9,527.1,-7.4,有效
2783,588.9,555.2,1.7,有效
2784,301.8,301.6,6.0,有效
2785,783.8,745.6,7.2,有效
2786,617.5,633.6,-4.5,有效
2787,663.1,637.9,-2.3,有效
2788,504.5,537.8,7.7,有效
2789,775.3,807.7,-9.3,有效
2790,982.4,953.6,3.0,有效
2791,526.8,492.7,3.6,有效
2792,396.3,436.0,-4.8,有效
2793,732.5,763.9,-3.9,有效
2794,768.5,767.7,-7.0,有效
2795,323.4,356.9,8.0,有效
2796,438.5,443.5,-7.1,有效
2797,118.6,98.2,1.8,有效
2798,103.2,60.2,-1.8,有效
2799,636.2,640.6,-8.2,有效
2800,434.4,392.4,-9.6,有效
2801,822.3,845.6,4.3,有效
2802,365.3,373.3,-8.6,有效
2803,606.4,606.8,3.5,有效
2804,427.7,415.6,-6.6,有效
2805,838.9,822.6,-8.4,有效
2806,265.7,248.9,-1.2,有效
2807,406.6,445.4,-0.8,有效
2808,244.4,291.0,5.5,有效
2809,935.2,955.1,-5.7,有效
2810,474.0,512.9,-6.6,有效
2811,750.2,744.2,4.5,有效
2812,805.1,798.8,-9.5,有效
2813,417.3,373.8,2.9,有效
2814,571.4,531.9,6.8,有效
2815,501.1,503.7,-8.9,有效
2816,345.9,342.5,4.1,有效
2817,650.0,686.2,-9.5,有效
2818,510.3,537.5,9.5,有效
2819,570.2,564.1,-6.9,有效
2820,318.4,325.3,-5.2,有效
2821,527.8,481.5,-3.6,有效
2822,207.8,192.6,-7.1,有效
2823,355.9,312.1,6.9,有效
2824,542.7,559.7,4.4,有效
2825,699.9,720.4,-6.1,有效
2826,530.1,510.9,-9.8,有效
2827,621.3,622.5,-4.7,有效
2828,691.6,651.2,1.4,有效
2829,253.5,255.6,-3.8,有效
2830,287.7,281.8,-3.4,有效
2831,651.0,694.7,-5.7,有效
2832,593.3,581.3,5.7,有效
2833,499.6,466.9,-9.1,有效
2834,331.7,325.0,-7.6,有效
2835,347.9,348.0,-4.1,有效
2836,442.5,466.0,0.8,有效
2837,320.0,279.1,-8.3,有效
2838,909.4,873.8,-9.3,有效
2839,711.5,741.1,3.6,有效
2840,321.6,360.7,-3.6,有效
2841,697.8,747.8,0.8,有效
2842,534.6,514.5,-0.1,有效
2843,177.4,172.6,3.0,有效
2844,251.3,265.6,-4.4,有效
2845,481.4,528.4,-5.8,有效
2846,686.6,727.1,2.1,有效
2847,846.1,848.4,4.9,有效
2848,618.1,579.8,-7.8,有效
2849,609.9,625.4,3.2,有效
2850,695.5,737.3,-8.0,有效
2851,401.4,390.5,8.0,有效
2852,657.8,660.1,-7.1,有效
2853,743.0,780.7,3.2,有效
2854,561.3,534.1,5.4,有效
2855,456.0,492.5,-8.4,有效
2856,247.9,267.2,-6.6,有效
2857,383.8,339.0,2.3,有效
2858,666.9,630.0,9.5,有效
2859,638.1,620.5,-8.7,有效
2860,529.9,504.9,0.6,有效
2861,707.3,698.1,9.3,有效
2862,316.4,329.9,-9.6,有效
2863,551.7,566.5,-3.6,有效
2864,249.7,279.8,0.3,有效
2865,362.4,368.9,6.0,有效
2866,417.9,372.9,5.7,有效
2867,521.2,524.7,-8.5,有效
2868,660.0,705.0,1.5,有效
2869,830.9,817.5,0.9,有效
2870,495.1,509.0,6.9,有效
2871,477.5,513.2,-0.8,有效
2872,293.7,313.7,7.3,有效
2873,406.1,409.0,-4.8,有效
2874,229.4,249.5,-2.2,有效
2875,635.8,621.5,-10.0,有效
2876,281.1,267.2,-8.8,有效
2877,646.0,664.0,-9.1,有效
2878,555.1,578.7,6.6,有效
2879,592.0,590.0,5.0,有效
2880,515.8,534.8,-7.6,有效
2881,234.1,245.0,0.7,有效
2882,399.3,439.3,-2.5,有效
2883,223.2,177.5,9.1,有效
2884,562.6,607.1,-5.4,有效
2885,518.5,513.7,5.2,有效
2886,694.1,681.6,-1.4,有效
2887,308.8,272.5,4.1,有效
2888,882.6,905.0,-4.5,有效
2889,784.9,831.7,3.2,有效
2890,573.1,578.2,-5.0,有效
2891,428.3,443.9,7.0,有效
2892,405.8,429.6,6.6,有效
2893,511.1,507.9,4.2,有效
2894,749.1,733.5,2.1,有效
2895,404.7,409.1,-5.3,有效
2896,593.7,577.6,-8.7,有效
2897,596.1,601.6,4.5,有效
2898,424.5,448.7,1.1,有效
2899,715.5,709.1,-6.1,有效
2900,395.5,390.0,-5.4,有效
2901,106.0,114.2,-4.2,有效
2902,396.9,441.0,2.9,有效
2903,447.5,490.2,-9.3,有效
2904,413.3,417.6,-7.4,有效
2905,564.5,594.2,-9.0,有效
2906,567.4,553.9,5.8,有效
2907,391.7,371.1,8.9,有效
2908,269.4,232.3,8.6,有效
2909,188.1,210.6,6.8,有效
2910,370.3,334.4,-4.9,有效
2911,360.4,315.1,0.8,有效
2912,377.9,381.2,-4.4,有效
2913,645.1,642.1,5.5,有效
2914,591.7,611.7,-6.4,有效
2915,896.5,891.0,-4.3,有效
2916,329.7,338.2,-3.2,有效
2917,613.2,600.6,1.6,有效
2918,124.3,135.0,3.9,有效
2919,488.8,510.1,-9.2,有效
2920,311.2,269.8,-1.2,有效
2921,699.9,715.1,5.1,有效
2922,734.3,744.9,-5.9,有效
2923,737.6,779.5,-6.8,有效
2924,540.9,533.7,-7.7,有效
2925,781.5,779.4,-1.8,有效
2926,111.5,76.5,5.0,有效
2927,118.6,93.3,-3.5,有效
2928,880.4,921.4,3.1,有效
2929,571.8,562.5,-7.4,有效
2930,248.5,233.0,-5.6,有效
2931,469.5,482.5,-1.5,有效
2932,568.0,551.2,-6.7,有效
2933,358.7,328.8,-8.6,有效
2934,137.1,91.6,2.0,有效
2935,480.7,461.7,1.6,有效
2936,625.6,610.0,3.3,有效
2937,532.1,549.4,8.3,有效
2938,414.9,423.8,-6.7,有效
2939,674.0,704.9,3.6,有效
2940,464.8,459.5,9.9,有效
2941,516.9,499.9,6.1,有效
2942,500.2,523.9,6.8,有效
2943,703.4,745.3,-8.7,有效
2944,675.3,691.0,9.6,有效
2945,707.1,672.2,5.8,有效
2946,435.1,452.5,-2.8,有效
2947,477.6,511.5,1.1,有效
2948,564.8,592.4,-0.1,有效
2949,680.0,681.3,2.4,有效
2950,675.0,686.7,4.4,有效
2951,325.5,374.8,-1.2,有效
2952,437.6,464.0,-6.1,有效
2953,572.4,541.6,-2.1,有效
2954,376.0,368.5,-5.8,有效
2955,358.3,400.1,-7.2,有效
2956,436.8,457.5,5.1,有效
2957,707.5,743.6,6.8,有效
2958,480.4,524.3,-7.9,有效
2959,574.9,559.0,-8.5,有效
2960,334.2,330.3,1.7,有效
2961,515.4,471.8,9.8,有效
2962,443.3,472.2,-1.2,有效
2963,519.1,520.3,1.4,有效
2964,332.8,326.4,5.8,有效
2965,632.9,629.4,5.6,有效
2966,449.9,486.9,-7.4,有效
2967,302.7,304.4,-7.0,有效
2968,316.8,313.5,-2.2,有效
2969,683.7,664.7,7.5,有效
2970,612.6,648.8,-0.2,有效
2971,461.6,469.0,9.5,有效
2972,694.1,679.0,4.2,有效
2973,609.8,635.6,6.9,有效
2974,297.3,277.2,0.9,有效
2975,328.8,289.8,3.7,有效
2976,863.2,832.7,3.0,有效
2977,320.3,369.6,2.1,有效
2978,799.9,767.3,7.6,有效
2979,495.5,531.8,-8.8,有效
2980,464.8,451.9,8.7,有效
2981,606.8,651.6,4.5,有效
2982,283.7,262.1,8.0,有效
2983,675.1,658.6,1.6,有效
2984,624.0,581.0,6.6,有效
2985,507.9,543.4,1.2,有效
2986,399.4,404.7,-7.4,有效
2987,321.7,348.7,4.6,有效
2988,314.1,286.2,-5.6,有效
2989,114.5,81.6,-2.9,有效
2990,315.8,343.7,-6.6,有效
2991,654.2,659.6,9.6,有效
2992,284.8,279.4,5.8,有效
2993,635.5,643.3,0.8,有效
2994,439.1,460.1,-4.4,有效
2995,737.6,688.0,-9.5,有效
2996,713.3,724.9,-0.0,有效
2997,194.1,156.6,6.5,有效
2998,533.7,561.2,-5.1,有效
2999,628.7,583.3,4.9,有效
3000,359.8,376.5,7.6,有效
3001,266.0,299.3,-1.7,有效
3002,866.1,907.2,-8.8,有效
3003,617.3,588.0,5.3,有效
3004,671.9,712.2,-7.3,有效
3005,479.5,508.6,0.1,有效
3006,408.0,388.7,8.7,有效
3007,636.0,614.6,-6.7,有效
3008,329.6,290.0,4.5,有效
3009,712.3,756.7,-3.7,有效
3010,347.8,371.9,-6.0,有效
3011,842.5,857.0,9.0,有效
3012,337.5,319.9,3.0,有效
3013,520.3,550.7,-7.5,有效
3014,409.7,420.0,-0.9,有效
3015,468.7,462.9,6.3,有效
3016,587.2,616.5,4.3,有效
3017,357.5,388.1,8.6,有效
3018,434.1,474.4,-7.9,有效
3019,498.3,482.1,-7.2,有效
3020,529.6,523.3,9.7,有效
3021,519.0,521.9,-7.8,有效
3022,727.7,732.7,-4.4,有效
3023,323.4,325.4,1.6,有效
3024,592.3,566.4,7.0,有效
3025,669.7,643.0,-2.7,有效
3026,611.8,598.7,8.3,有效
3027,765.8,755.5,-8.7,有效
3028,443.0,484.8,-1.6,有效
3029,252.3,267.0,4.9,有效
3030,428.9,433.1,-2.9,有效
3031,462.0,491.6,-2.6,有效
3032,254.7,233.7,-0.6,有效
3033,846.4,805.5,-6.3,有效
3034,572.3,523.0,-8.7,有效
3035,861.5,842.4,9.5,有效
3036,293.5,270.5,-6.9,有效
3037,542.5,583.9,7.0,有效
3038,296.8,259.4,6.5,有效
3039,402.3,386.9,-0.8,有效
3040,551.9,556.7,-6.0,有效
3041,386.2,341.7,-0.9,有效
3042,436.8,483.5,-3.4,有效
3043,194.7,149.6,-6.6,有效
3044,335.2,312.0,1.8,有效
3045,466.3,506.7,-0.0,有效
3046,383.1,408.5,-1.2,有效
3047,485.7,440.1,1.9,有效
3048,733.5,779.0,3.6,有效
3049,338.6,303.7,4.0,有效
3050,740.6,715.8,5.3,有效
3051,305.1,268.7,-7.3,有效
3052,769.4,753.5,0.5,有效
3053,885.4,907.3,5.1,有效
3054,649.6,664.7,2.6,有效
3055,152.7,193.3,0.2,有效
3056,720.2,720.3,7.6,有效
3057,294.2,288.0,6.8,有效
3058,373.4,331.2,-7.7,有效
3059,786.5,810.3,2.4,有效
3060,720.4,765.8,-2.5,有效
3061,516.4,524.3,-0.8,有效
3062,773.6,754.2,-4.2,有效
3063,117.2,165.8,8.0,有效
3064,279.5,281.9,-7.7,有效
3065,355.6,376.2,6.2,有效
3066,476.1,458.9,-5.3,有效
3067,784.1,815.5,7.6,有效
3068,83.5,45.1,-4.6,有效
3069,607.1,624.4,-2.8,有效
3070,684.3,688.3,-3.1,有效
3071,374.0,382.3,7.5,有效
3072,364.3,388.0,0.8,有效
3073,662.8,647.3,-4.0,有效
3074,653.5,626.8,5.3,有效
3075,558.4,547.1,-8.3,有效
3076,322.6,347.2,9.5,有效
3077,707.8,687.1,6.3,有效
3078,460.4,455.3,0.9,有效
3079,663.1,712.4,0.2,有效
3080,540.8,510.8,-8.3,有效
3081,469.8,512.7,-8.5,有效
3082,610.0,572.0,3.8,有效
3083,975.3,998.9,-4.2,有效
3084,221.0,205.9,-3.9,有效
3085,974.4,1000.0,4.9,有效
3086,637.4,620.1,4.0,有效
3087,486.0,521.9,7.0,有效
3088,853.7,865.3,6.8,有效
3089,431.6,401.1,-2.9,有效
3090,388.3,393.8,9.3,有效
3091,651.0,632.5,-3.2,有效
3092,684.8,675.3,6.7,有效
3093,503.6,510.2,-2.9,有效
3094,528.6,577.1,-4.3,有效
3095,408.2,389.1,-6.8,有效
3096,645.2,623.9,-7.9,有效
3097,651.8,648.5,-1.5,有效
3098,725.0,746.2,1.8,有效
3099,475.9,511.1,1.7,有效
3100,583.6,556.5,-4.8,有效
3101,349.3,380.3,-9.0,有效
3102,652.2,702.1,3.2,有效
3103,548.7,539.2,-5.1,有效
3104,239.1,206.8,5.1,有效
3105,610.2,586.9,2.1,有效
3106,203.9,195.8,2.7,有效
3107,544.6,519.1,1.6,有效
3108,417.9,459.9,-4.7,有效
3109,699.8,746.0,-6.4,有效
3110,319.0,274.4,-1.0,有效
3111,355.8,320.6,8.9,有效
3112,862.3,910.8,-4.8,有效
3113,307.6,258.2,-4.8,有效
3114,622.9,585.8,0.7,有效
3115,282.4,251.9,0.7,有效
3116,524.6,492.5,-3.0,有效
3117,531.0,545.7,0.9,有效
3118,287.4,274.5,-4.9,有效
3119,527.8,573.9,-1.5,有效
3120,83.3,37.1,8.3,有效
3121,406.0,448.2,6.9,有效
3122,418.8,383.4,5.2,有效
3123,466.5,459.1,-0.3,有效
3124,585.2,631.6,-7.3,有效
3125,308.9,278.3,-2.9,有效
3126,615.7,636.8,-0.9,有效
3127,691.2,707.0,-2.0,有效
3128,365.8,333.6,-5.9,有效
3129,547.7,566.5,9.5,有效
3130,935.1,908.8,2.6,有效
3131,188.5,230.2,-0.7,有效
3132,769.3,781.1,-4.8,有效
3133,258.8,267.6,-5.4,有效
3134,349.6,333.7,-2.9,有效
3135,688.2,729.4,-2.2,有效
3136,585.3,558.9,-8.6,有效
3137,887.0,917.5,-8.2,有效
3138,668.2,647.9,3.9,有效
3139,771.8,820.4,8.3,有效
3140,568.9,551.5,1.3,有效
3141,551.7,588.3,-3.1,有效
3142,728.6,691.0,3.0,有效
3143,526.0,494.8,-6.8,有效
3144,547.0,541.2,-3.5,有效
3145,751.0,763.5,0.8,有效
3146,356.6,306.7,-6.5,有效
3147,590.9,589.5,0.5,有效
3148,434.7,397.3,1.8,有效
3149,561.1,554.3,-4.8,有效
3150,422.0,464.6,-5.0,有效
3151,661.5,681.7,-4.7,有效
3152,879.3,897.1,-3.4,有效
3153,824.5,778.7,9.0,有效
3154,557.0,514.5,-2.9,有效
3155,228.7,265.4,-4.1,有效
3156,520.8,548.0,-5.8,有效
3157,729.0,766.5,-4.7,有效
3158,333.4,317.0,-0.9,有效
3159,35.8,38.7,5.1,有效
3160,575.1,544.1,1.5,有效
3161,680.5,639.6,-1.9,有效
3162,450.3,488.1,6.7,有效
3163,500.2,485.3,6.5,有效
3164,741.3,704.9,-6.5,有效
3165,145.4,112.9,0.6,有效
3166,696.2,740.7,-8.0,有效
3167,391.1,405.9,2.1,有效
3168,626.2,582.3,9.9,有效
3169,487.0,536.1,2.3,有效
3170,730.2,752.6,-6.6,有效
3171,199.8,167.3,3.8,有效
3172,386.0,373.2,7.1,有效
3173,501.5,503.4,9.6,有效
3174,375.0,340.6,-3.2,有效
3175,404.4,357.6,-9.7,有效
3176,521.4,518.8,4.7,有效
3177,688.6,657.2,-2.5,有效
3178,301.6,342.7,-6.7,有效
3179,771.4,807.8,-0.8,有效
3180,519.5,520.8,2.1,有效
3181,544.9,567.3,4.4,有效
3182,400.1,438.0,0.0,有效
3183,500.2,534.0,-3.4,有效
3184,686.8,716.1,7.9,有效
3185,190.5,218.0,8.7,有效
3186,506.6,518.5,-5.8,有效
3187,422.4,392.3,-2.3,有效
3188,525.9,559.4,-1.7,有效
3189,312.9,346.2,-2.7,有效
3190,210.5,193.2,3.1,有效
3191,327.5,284.3,-6.9,有效
3192,554.2,505.8,2.7,有效
3193,580.3,557.9,0.2,有效
3194,512.5,542.3,6.1,有效
3195,933.7,896.1,-5.1,有效
3196,334.8,300.7,4.0,有效
3197,636.3,615.9,-1.0,有效
3198,111.9,132.6,4.8,有效
3199,566.6,606.9,-0.1,有效
3200,365.4,351.7,-8.7,有效
3201,86.7,102.4,5.3,有效
3202,498.5,516.5,-1.1,有效
3203,310.5,306.5,1.5,有效
3204,775.8,775.7,2.2,有效
3205,288.4,299.6,1.9,有效
3206,392.9,376.9,-0.9,有效
3207,253.1,255.8,0.9,有效
3208,679.8,678.8,-9.7,有效
3209,417.7,373.7,8.9,有效
3210,499.8,505.8,-4.1,有效
3211,424.3,442.5,7.0,有效
3212,454.3,487.6,1.0,有效
3213,528.7,520.7,-6.5,有效
3214,757.8,795.1,0.3,有效
3215,214.0,256.0,1.0,有效
3216,372.7,335.1,1.9,有效
3217,525.1,475.6,5.8,有效
3218,502.7,536.0,-8.5,有效
3219,580.3,548.6,-5.2,有效
3220,630.7,585.2,8.0,有效
3221,506.8,538.8,-8.8,有效
3222,541.9,516.6,5.9,有效
3223,471.8,440.4,-9.3,有效
3224,409.6,401.8,-7.9,有效
3225,675.4,628.2,-5.0,有效
3226,578.4,543.8,2.6,有效
3227,935.7,946.1,6.9,有效
3228,512.7,538.4,0.8,有效
3229,506.9,542.5,-3.9,有效
3230,558.8,597.6,7.8,有效
3231,584.7,591.1,5.1,有效
3232,663.6,659.4,-7.6,有效
3233,630.7,634.5,8.9,有效
3234,149.3,176.1,5.3,有效
3235,407.7,373.0,4.4,有效
3236,653.0,665.6,4.7,有效
3237,378.3,394.6,-4.1,有效
3238,326.1,373.6,-7.3,有效
3239,468.7,463.1,7.6,有效
3240,95.1,83.5,9.3,有效
3241,511.4,519.7,7.4,有效
3242,312.2,352.5,-2.5,有效
3243,213.7,214.7,0.7,有效
3244,573.1,573.6,-5.7,有效
3245,847.8,852.2,2.5,有效
3246,638.1,621.9,-6.7,有效
3247,596.4,599.7,1.1,有效
3248,640.1,665.7,2.5,有效
3249,242.1,257.5,-7.5,有效
3250,95.4,141.5,-6.7,有效
3251,437.1,443.2,-3.8,有效
3252,469.5,452.1,4.1,有效
3253,767.4,805.6,5.5,有效
3254,175.5,136.3,5.9,有效
3255,328.0,321.4,-7.6,有效
3256,519.5,479.9,-1.1,有效
3257,713.9,688.3,0.5,有效
3258,478.7,502.2,-2.4,有效
3259,349.9,303.1,-2.3,有效
3260,661.0,692.5,-8.4,有效
3261,700.3,707.4,-6.3,有效
3262,513.9,552.3,4.7,有效
3263,854.3,826.0,9.1,有效
3264,480.5,454.1,3.9,有效
3265,352.6,330.1,1.1,有效
3266,686.7,650.6,-0.4,有效
3267,682.2,676.5,-3.9,有效
3268,449.9,435.3,3.6,有效
3269,479.2,458.0,-5.5,有效
3270,582.1,564.5,8.9,有效
3271,392.2,402.6,9.4,有效
3272,477.9,513.2,-1.1,有效
3273,550.6,514.8,1.9,有效
3274,693.4,703.1,3.1,有效
3275,211.3,166.0,9.6,有效
3276,624.7,577.5,3.2,有效
3277,169.3,176.4,-2.9,有效
3278,586.0,582.2,8.0,有效
3279,432.8,430.7,-7.1,有效
3280,730.2,715.9,3.5,有效
3281,437.6,449.8,-7.5,有效
3282,555.6,516.3,-2.4,有效
3283,655.3,656.7,-4.6,有效
3284,445.2,467.1,2.4,有效
3285,512.0,534.6,-3.3,有效
3286,418.1,396.6,0.5,有效
3287,296.3,339.8,-4.3,有效
3288,329.4,322.4,9.5,有效
3289,532.7,557.8,-3.1,有效
3290,401.3,382.5,-9.4,有效
3291,286.5,251.5,8.8,有效
3292,389.1,419.6,-1.8,有效
3293,680.4,660.7,-6.6,有效
3294,560.0,555.2,3.5,有效
3295,465.6,448.3,1.9,有效
3296,399.6,397.6,2.5,有效
3297,572.1,553.8,-8.3,有效
3298,657.5,667.7,0.4,有效
3299,929.4,964.5,9.3,有效
3300,550.1,570.4,-3.7,有效
3301,607.3,558.8,-1.8,有效
3302,275.2,299.2,8.6,有效
